Model: deeplabv3
resnet_v1_50/block4/unit_1/bottleneck_v1,1,32,32,2048,2097152
resnet_v1_50/block4/unit_2/bottleneck_v1/conv1,1,32,32,512,524288
resnet_v1_50/block4/unit_2/bottleneck_v1/conv2,1,32,32,512,524288
resnet_v1_50/block4/unit_2/bottleneck_v1/conv3,1,32,32,2048,2097152
resnet_v1_50/block4/unit_2/bottleneck_v1,1,32,32,2048,2097152
resnet_v1_50/block4/unit_3/bottleneck_v1/conv1,1,32,32,512,524288
resnet_v1_50/block4/unit_3/bottleneck_v1/conv2,1,32,32,512,524288
resnet_v1_50/block4/unit_3/bottleneck_v1/conv3,1,32,32,2048,2097152
resnet_v1_50/block4/unit_3/bottleneck_v1,1,32,32,2048,2097152
resnet_v1_50/block4,1,32,32,2048,2097152
resnet_v1_50/aspp/1x1conv,1,32,32,256,262144
resnet_v1_50/aspp,1,32,32,256,262144
resnet_v1_50/aspp/rate6,1,32,32,256,262144
resnet_v1_50/aspp/rate12,1,32,32,256,262144
resnet_v1_50/aspp/rate18,1,32,32,256,262144
resnet_v1_50/img_pool,1,32,32,256,262144
resnet_v1_50/img_pool/1x1conv,1,1,1,256,256
resnet_v1_50/fusion,1,32,32,256,262144
resnet_v1_50/fusion/1x1conv,1,32,32,256,262144
resnet_v1_50/logits/Conv,1,32,32,21,21504
resnet_v1_50/logits,1,32,32,21,21504
